state,year,quarter,suppression_used,total_prescriptions
ak,2017,1,FALSE,2634
ak,2017,1,TRUE,0
ak,2017,2,FALSE,2707
ak,2017,2,TRUE,0
ak,2017,3,FALSE,2819
ak,2017,3,TRUE,0
ak,2017,4,FALSE,2466
ak,2017,4,TRUE,0
ak,2018,1,FALSE,2514
ak,2018,1,TRUE,0
ak,2018,2,FALSE,1804
ak,2018,2,TRUE,0
ak,2018,3,FALSE,2819
ak,2018,3,TRUE,0
ak,2018,4,FALSE,2122
ak,2018,4,TRUE,0
ak,2019,1,FALSE,2191
ak,2019,1,TRUE,0
ak,2019,2,FALSE,2056
ak,2019,2,TRUE,0
ak,2019,3,FALSE,1926
ak,2019,3,TRUE,0
ak,2019,4,FALSE,1681
ak,2019,4,TRUE,0
ak,2020,1,NA,1551
al,2017,1,FALSE,4349
al,2017,1,TRUE,0
al,2017,2,FALSE,4059
al,2017,2,TRUE,0
al,2017,3,FALSE,4056
al,2017,3,TRUE,0
al,2017,4,FALSE,3980
al,2017,4,TRUE,0
al,2018,1,FALSE,3860
al,2018,1,TRUE,0
al,2018,2,FALSE,3621
al,2018,2,TRUE,0
al,2018,3,FALSE,3579
al,2018,3,TRUE,0
al,2018,4,FALSE,3513
al,2018,4,TRUE,0
al,2019,1,FALSE,3425
al,2019,1,TRUE,0
al,2019,2,FALSE,3264
al,2019,2,TRUE,0
al,2019,3,FALSE,2712
al,2019,3,TRUE,0
al,2019,4,FALSE,2751
al,2019,4,TRUE,0
al,2020,1,NA,2870
ar,2017,1,FALSE,7490
ar,2017,1,TRUE,0
ar,2017,2,FALSE,7331
ar,2017,2,TRUE,0
ar,2017,3,FALSE,7413
ar,2017,3,TRUE,0
ar,2017,4,FALSE,6906
ar,2017,4,TRUE,0
ar,2018,1,FALSE,6761
ar,2018,1,TRUE,0
ar,2018,2,FALSE,6562
ar,2018,2,TRUE,0
ar,2018,3,FALSE,6460
ar,2018,3,TRUE,0
ar,2018,4,FALSE,6524
ar,2018,4,TRUE,0
ar,2019,1,FALSE,6140
ar,2019,1,TRUE,0
ar,2019,2,FALSE,6077
ar,2019,2,TRUE,0
ar,2019,3,FALSE,5606
ar,2019,3,TRUE,0
ar,2019,4,FALSE,5222
ar,2019,4,TRUE,0
ar,2020,1,NA,5102
az,2017,1,FALSE,20045
az,2017,1,TRUE,0
az,2017,2,FALSE,19872
az,2017,2,TRUE,0
az,2017,3,FALSE,18869
az,2017,3,TRUE,0
az,2017,4,FALSE,17600
az,2017,4,TRUE,0
az,2018,1,FALSE,17014
az,2018,1,TRUE,0
az,2018,2,FALSE,15879
az,2018,2,TRUE,0
az,2018,3,FALSE,14923
az,2018,3,TRUE,0
az,2018,4,FALSE,14148
az,2018,4,TRUE,0
az,2019,1,FALSE,13963
az,2019,1,TRUE,0
az,2019,2,FALSE,13311
az,2019,2,TRUE,0
az,2019,3,FALSE,12621
az,2019,3,TRUE,0
az,2019,4,FALSE,11983
az,2019,4,TRUE,0
az,2020,1,NA,12360
ca,2017,1,FALSE,94263
ca,2017,1,TRUE,0
ca,2017,2,FALSE,91649
ca,2017,2,TRUE,0
ca,2017,3,FALSE,80196
ca,2017,3,TRUE,0
ca,2017,4,FALSE,84275
ca,2017,4,TRUE,0
ca,2018,1,FALSE,80871
ca,2018,1,TRUE,0
ca,2018,2,FALSE,73494
ca,2018,2,TRUE,0
ca,2018,3,FALSE,69610
ca,2018,3,TRUE,0
ca,2018,4,FALSE,71070
ca,2018,4,TRUE,0
ca,2019,1,FALSE,65911
ca,2019,1,TRUE,0
ca,2019,2,FALSE,63956
ca,2019,2,TRUE,0
ca,2019,3,FALSE,60876
ca,2019,3,TRUE,0
ca,2019,4,FALSE,58665
ca,2019,4,TRUE,0
ca,2020,1,NA,56781
co,2017,1,FALSE,19207
co,2017,1,TRUE,0
co,2017,2,FALSE,18715
co,2017,2,TRUE,0
co,2017,3,FALSE,18249
co,2017,3,TRUE,0
co,2017,4,FALSE,17173
co,2017,4,TRUE,0
co,2018,1,FALSE,16274
co,2018,1,TRUE,0
co,2018,2,FALSE,15807
co,2018,2,TRUE,0
co,2018,3,FALSE,14677
co,2018,3,TRUE,0
co,2018,4,FALSE,15280
co,2018,4,TRUE,0
co,2019,1,FALSE,12781
co,2019,1,TRUE,0
co,2019,2,FALSE,13058
co,2019,2,TRUE,0
co,2019,3,FALSE,13407
co,2019,3,TRUE,0
co,2019,4,FALSE,12056
co,2019,4,TRUE,0
co,2020,1,NA,12462
ct,2017,1,FALSE,16983
ct,2017,1,TRUE,0
ct,2017,2,FALSE,16506
ct,2017,2,TRUE,0
ct,2017,3,FALSE,15987
ct,2017,3,TRUE,0
ct,2017,4,FALSE,15667
ct,2017,4,TRUE,0
ct,2018,1,FALSE,15346
ct,2018,1,TRUE,0
ct,2018,2,FALSE,14963
ct,2018,2,TRUE,0
ct,2018,3,FALSE,14452
ct,2018,3,TRUE,0
ct,2018,4,FALSE,14301
ct,2018,4,TRUE,0
ct,2019,1,FALSE,14190
ct,2019,1,TRUE,0
ct,2019,2,FALSE,13747
ct,2019,2,TRUE,0
ct,2019,3,FALSE,13065
ct,2019,3,TRUE,0
ct,2019,4,FALSE,12682
ct,2019,4,TRUE,0
ct,2020,1,NA,12502
dc,2017,1,FALSE,2127
dc,2017,1,TRUE,0
dc,2017,2,FALSE,2093
dc,2017,2,TRUE,0
dc,2017,3,FALSE,1873
dc,2017,3,TRUE,0
dc,2017,4,FALSE,1921
dc,2017,4,TRUE,0
dc,2018,1,FALSE,1768
dc,2018,1,TRUE,0
dc,2018,2,FALSE,1694
dc,2018,2,TRUE,0
dc,2018,3,FALSE,1635
dc,2018,3,TRUE,0
dc,2018,4,FALSE,1696
dc,2018,4,TRUE,0
dc,2019,1,FALSE,1598
dc,2019,1,TRUE,0
dc,2019,2,FALSE,1529
dc,2019,2,TRUE,0
dc,2019,3,FALSE,1539
dc,2019,3,TRUE,0
dc,2019,4,FALSE,1445
dc,2019,4,TRUE,0
dc,2020,1,NA,1418
de,2017,1,FALSE,4115
de,2017,1,TRUE,0
de,2017,2,FALSE,4529
de,2017,2,TRUE,0
de,2017,3,FALSE,4088
de,2017,3,TRUE,0
de,2017,4,FALSE,3815
de,2017,4,TRUE,0
de,2018,1,FALSE,3990
de,2018,1,TRUE,0
de,2018,2,FALSE,3928
de,2018,2,TRUE,0
de,2018,3,FALSE,3525
de,2018,3,TRUE,0
de,2018,4,FALSE,3419
de,2018,4,TRUE,0
de,2019,1,FALSE,3329
de,2019,1,TRUE,0
de,2019,2,FALSE,3391
de,2019,2,TRUE,0
de,2019,3,FALSE,3344
de,2019,3,TRUE,0
de,2019,4,FALSE,3181
de,2019,4,TRUE,0
de,2020,1,NA,3173
fl,2017,1,FALSE,24780
fl,2017,1,TRUE,0
fl,2017,2,FALSE,29854
fl,2017,2,TRUE,0
fl,2017,3,FALSE,24974
fl,2017,3,TRUE,0
fl,2017,4,FALSE,24131
fl,2017,4,TRUE,0
fl,2018,1,FALSE,23774
fl,2018,1,TRUE,0
fl,2018,2,FALSE,23040
fl,2018,2,TRUE,0
fl,2018,3,FALSE,20945
fl,2018,3,TRUE,0
fl,2018,4,FALSE,19439
fl,2018,4,TRUE,0
fl,2019,1,FALSE,15716
fl,2019,1,TRUE,0
fl,2019,2,FALSE,15465
fl,2019,2,TRUE,0
fl,2019,3,FALSE,14450
fl,2019,3,TRUE,0
fl,2019,4,FALSE,13897
fl,2019,4,TRUE,0
fl,2020,1,NA,13568
hi,2017,1,FALSE,4235
hi,2017,1,TRUE,0
hi,2017,2,FALSE,3873
hi,2017,2,TRUE,0
hi,2017,3,FALSE,3071
hi,2017,3,TRUE,0
hi,2017,4,FALSE,2720
hi,2017,4,TRUE,0
hi,2018,1,FALSE,3272
hi,2018,1,TRUE,0
hi,2018,2,FALSE,3182
hi,2018,2,TRUE,0
hi,2018,3,FALSE,2803
hi,2018,3,TRUE,0
hi,2018,4,FALSE,2402
hi,2018,4,TRUE,0
hi,2019,1,FALSE,2530
hi,2019,1,TRUE,0
hi,2019,2,FALSE,2303
hi,2019,2,TRUE,0
hi,2019,3,FALSE,2315
hi,2019,3,TRUE,0
hi,2019,4,FALSE,2237
hi,2019,4,TRUE,0
hi,2020,1,NA,2339
ia,2017,1,FALSE,3260
ia,2017,1,TRUE,0
ia,2017,2,FALSE,3642
ia,2017,2,TRUE,0
ia,2017,3,FALSE,4181
ia,2017,3,TRUE,0
ia,2017,4,FALSE,5444
ia,2017,4,TRUE,0
ia,2018,1,FALSE,4743
ia,2018,1,TRUE,0
ia,2018,2,FALSE,4749
ia,2018,2,TRUE,0
ia,2018,3,FALSE,4420
ia,2018,3,TRUE,0
ia,2018,4,FALSE,4493
ia,2018,4,TRUE,0
ia,2019,1,FALSE,4474
ia,2019,1,TRUE,0
ia,2019,2,FALSE,4366
ia,2019,2,TRUE,0
ia,2019,3,FALSE,4231
ia,2019,3,TRUE,0
ia,2019,4,FALSE,3988
ia,2019,4,TRUE,0
ia,2020,1,NA,3915
id,2017,1,FALSE,3772
id,2017,1,TRUE,0
id,2017,2,FALSE,3642
id,2017,2,TRUE,0
id,2017,3,FALSE,3428
id,2017,3,TRUE,0
id,2017,4,FALSE,3450
id,2017,4,TRUE,0
id,2018,1,FALSE,3373
id,2018,1,TRUE,0
id,2018,2,FALSE,3154
id,2018,2,TRUE,0
id,2018,3,FALSE,3019
id,2018,3,TRUE,0
id,2018,4,FALSE,3242
id,2018,4,TRUE,0
id,2019,1,FALSE,2735
id,2019,1,TRUE,0
id,2019,2,FALSE,2927
id,2019,2,TRUE,0
id,2019,3,FALSE,3087
id,2019,3,TRUE,0
id,2019,4,FALSE,2699
id,2019,4,TRUE,0
id,2020,1,NA,4049
il,2017,1,FALSE,28392
il,2017,1,TRUE,0
il,2017,2,FALSE,17816
il,2017,2,TRUE,0
il,2017,3,FALSE,17129
il,2017,3,TRUE,0
il,2017,4,FALSE,16488
il,2017,4,TRUE,0
il,2018,1,FALSE,15597
il,2018,1,TRUE,0
il,2018,2,FALSE,17375
il,2018,2,TRUE,0
il,2018,3,FALSE,17781
il,2018,3,TRUE,0
il,2018,4,FALSE,17639
il,2018,4,TRUE,0
il,2019,1,FALSE,17290
il,2019,1,TRUE,0
il,2019,2,FALSE,17223
il,2019,2,TRUE,0
il,2019,3,FALSE,17334
il,2019,3,TRUE,0
il,2019,4,FALSE,16833
il,2019,4,TRUE,0
il,2020,1,NA,16137
in,2017,1,FALSE,14693
in,2017,1,TRUE,0
in,2017,2,FALSE,14228
in,2017,2,TRUE,0
in,2017,3,FALSE,13882
in,2017,3,TRUE,0
in,2017,4,FALSE,13807
in,2017,4,TRUE,0
in,2018,1,FALSE,13623
in,2018,1,TRUE,0
in,2018,2,FALSE,13016
in,2018,2,TRUE,0
in,2018,3,FALSE,12614
in,2018,3,TRUE,0
in,2018,4,FALSE,12348
in,2018,4,TRUE,0
in,2019,1,FALSE,12065
in,2019,1,TRUE,0
in,2019,2,FALSE,11903
in,2019,2,TRUE,0
in,2019,3,FALSE,11727
in,2019,3,TRUE,0
in,2019,4,FALSE,11624
in,2019,4,TRUE,0
in,2020,1,NA,11727
ks,2017,1,FALSE,4491
ks,2017,1,TRUE,0
ks,2017,2,FALSE,10724
ks,2017,2,TRUE,0
ks,2017,3,FALSE,3779
ks,2017,3,TRUE,0
ks,2017,4,FALSE,3769
ks,2017,4,TRUE,0
ks,2018,1,FALSE,3970
ks,2018,1,TRUE,0
ks,2018,2,FALSE,3840
ks,2018,2,TRUE,0
ks,2018,3,FALSE,3591
ks,2018,3,TRUE,0
ks,2018,4,FALSE,3519
ks,2018,4,TRUE,0
ks,2019,1,FALSE,3353
ks,2019,1,TRUE,0
ks,2019,2,FALSE,3289
ks,2019,2,TRUE,0
ks,2019,3,FALSE,3169
ks,2019,3,TRUE,0
ks,2019,4,FALSE,3052
ks,2019,4,TRUE,0
ks,2020,1,NA,3062
ky,2017,1,FALSE,13541
ky,2017,1,TRUE,0
ky,2017,2,FALSE,13497
ky,2017,2,TRUE,0
ky,2017,3,FALSE,13201
ky,2017,3,TRUE,0
ky,2017,4,FALSE,12933
ky,2017,4,TRUE,0
ky,2018,1,FALSE,12676
ky,2018,1,TRUE,0
ky,2018,2,FALSE,12092
ky,2018,2,TRUE,0
ky,2018,3,FALSE,11828
ky,2018,3,TRUE,0
ky,2018,4,FALSE,11692
ky,2018,4,TRUE,0
ky,2019,1,FALSE,11029
ky,2019,1,TRUE,0
ky,2019,2,FALSE,10418
ky,2019,2,TRUE,0
ky,2019,3,FALSE,10240
ky,2019,3,TRUE,0
ky,2019,4,FALSE,9725
ky,2019,4,TRUE,0
ky,2020,1,NA,9737
la,2017,1,FALSE,22739
la,2017,1,TRUE,0
la,2017,2,FALSE,25815
la,2017,2,TRUE,0
la,2017,3,FALSE,23793
la,2017,3,TRUE,0
la,2017,4,FALSE,23765
la,2017,4,TRUE,0
la,2018,1,FALSE,23711
la,2018,1,TRUE,0
la,2018,2,FALSE,24293
la,2018,2,TRUE,0
la,2018,3,FALSE,24404
la,2018,3,TRUE,0
la,2018,4,FALSE,24332
la,2018,4,TRUE,0
la,2019,1,FALSE,24120
la,2019,1,TRUE,0
la,2019,2,FALSE,22510
la,2019,2,TRUE,0
la,2019,3,FALSE,22415
la,2019,3,TRUE,0
la,2019,4,FALSE,21561
la,2019,4,TRUE,0
la,2020,1,NA,21740
ma,2017,1,FALSE,20563
ma,2017,1,TRUE,0
ma,2017,2,FALSE,21554
ma,2017,2,TRUE,0
ma,2017,3,FALSE,19025
ma,2017,3,TRUE,0
ma,2017,4,FALSE,18500
ma,2017,4,TRUE,0
ma,2018,1,FALSE,18854
ma,2018,1,TRUE,0
ma,2018,2,FALSE,19663
ma,2018,2,TRUE,0
ma,2018,3,FALSE,17426
ma,2018,3,TRUE,0
ma,2018,4,FALSE,18603
ma,2018,4,TRUE,0
ma,2019,1,FALSE,17031
ma,2019,1,TRUE,0
ma,2019,2,FALSE,18764
ma,2019,2,TRUE,0
ma,2019,3,FALSE,16598
ma,2019,3,TRUE,0
ma,2019,4,FALSE,16694
ma,2019,4,TRUE,0
ma,2020,1,NA,17562
md,2017,1,FALSE,21084
md,2017,1,TRUE,0
md,2017,2,FALSE,20284
md,2017,2,TRUE,0
md,2017,3,FALSE,18191
md,2017,3,TRUE,0
md,2017,4,FALSE,19436
md,2017,4,TRUE,0
md,2018,1,FALSE,19125
md,2018,1,TRUE,0
md,2018,2,FALSE,18080
md,2018,2,TRUE,0
md,2018,3,FALSE,17476
md,2018,3,TRUE,0
md,2018,4,FALSE,16915
md,2018,4,TRUE,0
md,2019,1,FALSE,17070
md,2019,1,TRUE,0
md,2019,2,FALSE,16144
md,2019,2,TRUE,0
md,2019,3,FALSE,14462
md,2019,3,TRUE,0
md,2019,4,FALSE,15462
md,2019,4,TRUE,0
md,2020,1,NA,13914
me,2017,1,FALSE,2398
me,2017,1,TRUE,0
me,2017,2,FALSE,2360
me,2017,2,TRUE,0
me,2017,3,FALSE,2194
me,2017,3,TRUE,0
me,2017,4,FALSE,2154
me,2017,4,TRUE,0
me,2018,1,FALSE,1967
me,2018,1,TRUE,0
me,2018,2,FALSE,2096
me,2018,2,TRUE,0
me,2018,3,FALSE,1883
me,2018,3,TRUE,0
me,2018,4,FALSE,1756
me,2018,4,TRUE,0
me,2019,1,FALSE,1690
me,2019,1,TRUE,0
me,2019,2,FALSE,1940
me,2019,2,TRUE,0
me,2019,3,FALSE,1992
me,2019,3,TRUE,0
me,2019,4,FALSE,1961
me,2019,4,TRUE,0
me,2020,1,NA,2020
mi,2017,1,FALSE,23969
mi,2017,1,TRUE,0
mi,2017,2,FALSE,25244
mi,2017,2,TRUE,0
mi,2017,3,FALSE,24951
mi,2017,3,TRUE,0
mi,2017,4,FALSE,22700
mi,2017,4,TRUE,0
mi,2018,1,FALSE,22205
mi,2018,1,TRUE,0
mi,2018,2,FALSE,20352
mi,2018,2,TRUE,0
mi,2018,3,FALSE,18631
mi,2018,3,TRUE,0
mi,2018,4,FALSE,17643
mi,2018,4,TRUE,0
mi,2019,1,FALSE,17385
mi,2019,1,TRUE,0
mi,2019,2,FALSE,15971
mi,2019,2,TRUE,0
mi,2019,3,FALSE,15144
mi,2019,3,TRUE,0
mi,2019,4,FALSE,14584
mi,2019,4,TRUE,0
mn,2017,1,FALSE,17921
mn,2017,1,TRUE,0
mn,2017,2,FALSE,18992
mn,2017,2,TRUE,0
mn,2017,3,FALSE,18140
mn,2017,3,TRUE,0
mn,2017,4,FALSE,18256
mn,2017,4,TRUE,0
mn,2018,1,FALSE,17029
mn,2018,1,TRUE,0
mn,2018,2,FALSE,16936
mn,2018,2,TRUE,0
mn,2018,3,FALSE,15432
mn,2018,3,TRUE,0
mn,2018,4,FALSE,15424
mn,2018,4,TRUE,0
mn,2019,1,FALSE,14383
mn,2019,1,TRUE,0
mn,2019,2,FALSE,14671
mn,2019,2,TRUE,0
mn,2019,3,FALSE,13803
mn,2019,3,TRUE,0
mn,2019,4,FALSE,13597
mn,2019,4,TRUE,0
mn,2020,1,NA,14348
mo,2017,1,FALSE,16389
mo,2017,1,TRUE,0
mo,2017,2,FALSE,15421
mo,2017,2,TRUE,0
mo,2017,3,FALSE,15911
mo,2017,3,TRUE,0
mo,2017,4,FALSE,15122
mo,2017,4,TRUE,0
mo,2018,1,FALSE,14577
mo,2018,1,TRUE,0
mo,2018,2,FALSE,14012
mo,2018,2,TRUE,0
mo,2018,3,FALSE,13207
mo,2018,3,TRUE,0
mo,2018,4,FALSE,12627
mo,2018,4,TRUE,0
mo,2019,1,FALSE,12133
mo,2019,1,TRUE,0
mo,2019,2,FALSE,11566
mo,2019,2,TRUE,0
mo,2019,3,FALSE,11856
mo,2019,3,TRUE,0
mo,2019,4,FALSE,10603
mo,2019,4,TRUE,0
mo,2020,1,NA,10294
ms,2017,1,FALSE,2352
ms,2017,1,TRUE,0
ms,2017,2,FALSE,2290
ms,2017,2,TRUE,0
ms,2017,3,FALSE,2142
ms,2017,3,TRUE,0
ms,2017,4,FALSE,2026
ms,2017,4,TRUE,0
ms,2018,1,FALSE,2084
ms,2018,1,TRUE,0
ms,2018,2,FALSE,1954
ms,2018,2,TRUE,0
ms,2018,3,FALSE,1835
ms,2018,3,TRUE,0
ms,2018,4,FALSE,1656
ms,2018,4,TRUE,0
ms,2019,1,FALSE,1643
ms,2019,1,TRUE,0
ms,2019,2,FALSE,1522
ms,2019,2,TRUE,0
ms,2019,3,FALSE,1485
